1000_1.txt,757,0,2,0,0,0,0,20,2,2,0,2,36,26,42,0,7,6,8,2,6,2,2,3,2,3,7,0,0,0,0,2,0,25,1,3,8,2,1,2,5,5,3,0,2,5,2,3,4,0,3,11,20,0,0,0,0,0,0,0,0,0,0,0,0,312,52,79,147,441,94,97,175,226,3,40,124,70,299,215,59,7,208,275,296,106,36,54,2,58,4,0,0,0,0
1000_2.txt,1032,0,2,0,0,0,0,14,5,5,0,1,40,22,59,0,5,13,13,10,6,5,3,9,1,2,6,0,0,0,0,0,0,35,7,7,9,3,3,2,9,2,9,6,4,7,4,6,1,0,3,26,22,7,0,11,0,0,0,0,0,0,0,0,0,402,93,109,206,565,124,93,250,278,6,44,190,102,348,305,86,6,321,319,402,166,45,92,5,71,6,0,0,0,0
1000_3.txt,1063,1,0,0,0,0,0,18,4,4,0,1,50,32,51,0,14,22,18,8,9,9,2,4,5,5,6,1,0,0,0,0,0,37,6,8,7,2,0,0,3,1,7,0,23,2,0,2,1,0,2,40,20,22,0,5,0,0,0,0,0,0,0,0,0,335,86,91,239,533,149,97,227,278,3,18,170,94,378,377,89,2,309,323,376,179,59,89,3,72,2,0,0,0,0
1000_4.txt,1006,1,0,0,0,0,0,26,4,4,0,2,31,23,55,0,11,24,7,9,12,5,2,7,4,7,8,0,0,0,0,3,0,24,3,6,10,1,3,3,2,1,2,3,3,19,4,3,0,0,1,22,30,6,0,9,0,0,0,0,0,0,0,0,0,376,80,117,221,549,138,91,230,290,3,48,178,78,352,341,74,8,293,301,400,157,36,76,7,63,9,0,0,0,0
1000_5.txt,652,0,21,0,0,0,0,11,0,0,0,0,24,5,47,0,0,2,0,1,0,0,1,0,0,0,11,3,0,0,0,8,0,10,3,8,5,12,0,2,2,17,2,4,6,12,3,23,0,0,5,10,8,1,1,17,0,2,0,0,0,0,0,0,0,197,45,36,98,332,55,87,125,138,8,28,95,33,176,233,50,2,116,137,264,92,31,55,4,77,7,0,0,0,0
1000_6.txt,784,0,0,0,0,0,0,22,2,2,0,1,24,19,49,0,8,13,11,10,10,4,3,3,1,4,6,0,0,0,0,1,0,22,2,4,6,0,1,2,7,1,5,1,1,18,5,2,1,0,2,24,27,2,0,3,0,1,0,0,0,0,0,0,0,283,49,83,149,443,105,98,188,250,3,26,126,60,292,231,65,7,245,276,308,135,37,54,5,58,2,0,0,0,0
1000_7.txt,763,0,0,0,0,0,0,24,3,3,0,0,30,17,48,0,6,14,8,6,9,6,3,5,7,2,3,0,0,0,0,1,0,16,1,6,4,3,3,5,4,2,4,1,1,6,2,2,1,0,0,27,27,1,3,5,0,1,0,0,0,0,0,0,0,279,50,71,166,448,80,75,183,237,6,27,117,72,275,251,68,4,206,311,289,106,39,69,2,54,11,0,0,0,0
1000_8.txt,1328,2,2,0,0,0,0,40,7,7,0,0,70,48,61,0,12,25,12,24,9,14,4,8,5,4,9,0,0,0,0,1,0,32,11,7,7,0,3,4,4,2,5,2,2,9,2,6,1,1,2,21,33,0,0,22,0,1,0,0,0,0,0,0,0,507,84,141,266,718,170,153,304,408,3,48,243,114,506,415,114,3,376,445,519,182,58,121,6,101,10,0,0,0,0
1001_1.txt,1316,0,2,0,0,0,1,26,2,2,0,2,65,42,61,3,3,14,6,13,5,3,6,6,2,5,11,0,0,0,0,2,0,53,11,14,17,3,1,5,17,4,21,4,6,15,3,3,4,1,6,36,32,3,0,13,0,0,0,0,0,0,0,0,0,551,101,196,246,667,169,136,320,390,11,77,208,130,439,428,118,8,454,397,491,216,68,110,11,87,10,0,0,0,0
1001_2.txt,891,0,24,0,0,0,0,38,0,0,0,0,56,25,55,0,6,10,14,7,9,6,7,7,3,0,2,2,0,0,0,0,0,14,3,4,1,1,1,2,5,12,1,3,5,11,1,1,1,0,0,5,25,0,0,20,0,1,0,0,0,0,0,0,0,319,55,82,132,431,66,116,238,260,2,33,140,74,286,248,60,3,214,238,368,123,29,97,2,65,7,0,0,0,0
1001_3.txt,635,0,0,0,0,0,0,23,1,1,0,0,25,32,29,0,6,9,13,12,5,6,2,1,4,8,5,0,0,0,0,0,0,23,7,4,5,1,1,1,2,6,6,5,2,0,6,1,8,0,5,8,10,2,0,1,2,0,0,0,0,0,0,0,0,262,51,80,131,333,106,74,142,187,7,47,100,31,244,187,44,8,212,196,264,109,28,48,4,59,4,0,0,0,0
1001_4.txt,1266,0,2,0,0,0,0,38,2,2,0,2,58,68,53,1,9,23,13,10,5,9,2,6,2,1,13,0,0,0,0,0,0,37,13,16,21,0,3,5,7,6,12,2,19,8,2,4,1,1,3,32,17,15,1,12,0,0,0,0,0,0,0,0,0,492,105,168,250,654,172,131,279,397,8,55,226,102,437,406,105,14,384,404,493,218,70,106,7,92,6,0,0,0,0
1001_5.txt,967,0,0,0,0,0,0,24,4,4,0,1,50,54,49,3,9,21,10,6,10,6,4,4,5,9,13,0,0,0,0,0,0,18,9,17,22,2,3,2,6,4,7,3,3,14,6,1,2,1,3,31,20,1,0,5,0,0,0,0,0,0,0,0,0,395,57,138,212,521,131,113,251,318,5,45,191,82,313,306,97,7,313,345,376,149,53,90,5,65,13,0,0,0,0
1001_6.txt,1288,0,0,0,0,0,0,24,4,4,0,2,67,45,63,1,14,24,22,19,15,11,6,5,8,6,13,0,0,0,0,0,0,37,14,9,18,2,3,1,5,5,12,2,4,19,5,12,3,1,4,30,23,1,0,14,0,0,0,0,0,0,0,0,0,515,101,152,267,617,140,135,307,402,14,77,226,99,394,365,109,7,372,397,433,178,53,125,5,92,11,0,0,0,0
1001_7.txt,658,0,0,0,0,0,0,16,3,3,0,0,27,47,27,0,5,19,13,15,10,9,4,4,9,2,5,0,0,0,0,1,0,17,3,5,5,3,3,6,1,2,13,0,0,3,0,3,4,0,0,18,24,0,6,2,0,0,0,0,0,0,0,0,0,281,46,76,155,355,89,74,165,182,8,24,91,67,263,235,52,10,236,234,291,111,12,57,1,43,2,0,0,0,0
1001_8.txt,519,0,14,0,0,0,0,16,1,1,0,0,21,19,25,0,6,7,7,7,6,5,3,0,0,0,0,1,0,0,0,0,0,11,2,2,1,1,1,1,3,4,1,0,1,8,1,1,0,0,0,20,8,1,0,8,0,0,0,0,0,0,0,0,0,214,23,37,98,243,60,67,119,142,9,16,105,42,162,160,57,3,120,175,221,75,14,37,4,44,3,0,0,0,0
1002_1.txt,770,0,1,0,0,0,0,0,0,0,0,0,49,26,48,0,4,9,7,3,2,0,0,2,0,1,2,1,0,0,0,0,0,37,4,5,13,3,4,2,11,15,6,2,16,4,6,6,0,0,2,32,10,18,0,5,0,0,0,0,0,0,0,0,0,304,67,91,156,401,77,65,202,209,2,62,113,59,240,241,50,7,221,207,326,145,29,71,5,41,9,0,0,0,0
1002_2.txt,888,0,10,0,0,0,0,0,1,1,0,0,68,17,52,0,12,14,8,0,3,1,1,2,2,3,0,0,0,0,0,3,0,18,3,8,1,3,2,3,8,11,1,0,1,4,6,3,21,1,1,15,16,3,2,10,0,1,0,0,0,0,0,0,0,326,58,91,116,467,83,88,232,255,10,46,137,74,300,293,79,2,219,303,406,123,25,74,4,62,4,0,0,0,0
1002_3.txt,654,0,14,0,0,0,0,17,0,0,0,0,48,8,32,0,2,6,2,4,3,2,2,3,0,2,0,0,0,0,0,0,0,24,3,3,1,0,3,1,7,4,6,0,0,7,2,0,0,0,3,20,9,3,0,11,0,0,0,0,0,0,0,0,0,253,53,68,101,344,88,76,185,180,7,16,138,69,194,215,46,4,211,182,272,110,18,55,5,58,7,0,0,0,0
1002_4.txt,811,0,25,0,0,0,0,45,0,0,0,0,45,14,36,0,6,5,7,4,2,1,2,4,1,1,1,0,0,0,0,0,0,36,5,8,0,4,0,1,1,12,4,0,9,2,4,2,0,0,3,15,4,3,0,9,0,0,0,0,0,0,0,0,0,284,69,82,118,416,83,94,154,205,3,44,95,55,285,277,55,7,206,279,347,120,34,69,4,61,3,0,0,0,0
1002_5.txt,555,0,0,0,0,0,0,20,0,0,0,0,27,25,22,0,3,8,11,9,7,3,2,3,2,2,2,0,0,0,0,0,0,16,10,3,5,2,5,0,0,4,4,1,2,14,1,1,0,0,1,21,15,0,1,5,0,0,0,0,0,0,0,0,0,206,47,60,129,299,87,63,126,195,4,12,133,40,176,179,57,5,151,183,226,98,30,56,0,38,7,0,0,0,0
1002_6.txt,578,0,16,0,0,0,0,33,1,1,0,0,33,8,36,0,2,6,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,20,4,5,13,1,0,3,7,5,3,0,2,14,4,9,0,0,3,7,22,2,1,1,0,0,0,0,0,0,0,0,0,241,40,56,122,328,75,79,135,176,8,35,109,44,182,132,35,5,152,185,223,111,32,57,1,41,5,0,0,0,0
1002_7.txt,602,0,18,0,0,0,0,18,0,0,0,0,35,29,36,0,11,18,13,13,6,7,1,9,6,1,0,0,0,0,0,0,0,17,3,4,4,3,1,5,4,7,6,0,0,3,1,0,1,0,1,13,17,2,8,6,0,0,0,0,0,0,0,0,0,212,38,56,128,349,58,55,139,161,1,28,85,48,222,215,35,6,185,190,257,109,33,66,3,35,5,0,0,0,0
1002_8.txt,649,0,0,0,0,0,0,11,0,0,0,0,31,33,26,0,3,11,10,10,16,6,4,2,4,2,6,0,0,0,0,0,0,19,4,6,2,3,1,2,1,0,6,1,0,18,2,0,1,0,1,24,19,3,0,5,0,0,0,0,0,0,0,0,0,226,55,61,133,367,90,76,167,185,2,26,118,50,208,194,48,10,204,158,305,117,21,37,4,32,1,0,0,0,0
1003_1.txt,520,0,2,0,0,0,0,8,6,6,0,0,26,28,37,0,9,17,10,16,7,6,2,8,4,7,13,0,0,0,0,3,0,40,3,10,4,5,4,0,4,3,6,2,2,1,6,1,2,5,3,15,19,4,1,6,0,1,0,0,0,0,0,0,0,194,53,49,86,235,69,46,110,123,1,35,79,34,178,167,28,5,168,154,197,93,28,26,3,30,2,0,0,0,0
1003_2.txt,804,1,0,0,0,0,0,18,13,13,0,0,34,31,61,0,15,31,25,18,18,8,14,13,5,14,11,0,0,0,0,1,0,46,3,2,18,1,2,1,8,4,9,3,2,7,4,3,2,5,3,34,27,1,0,9,0,1,0,0,0,0,0,0,0,333,76,69,149,344,81,62,174,205,3,29,124,58,256,214,62,12,269,204,311,143,26,51,3,55,5,0,0,0,0
1003_3.txt,929,0,0,0,0,0,0,18,10,10,0,0,48,69,65,0,28,73,33,40,23,20,13,24,8,10,45,0,0,0,0,2,0,55,6,11,4,6,4,1,6,7,12,1,36,4,8,1,4,7,5,60,30,36,1,11,0,2,0,0,0,0,0,0,0,322,83,81,169,400,99,83,187,244,3,29,136,72,278,263,63,9,273,293,360,155,42,59,2,61,0,0,0,0,0
1003_4.txt,911,0,2,0,0,0,0,13,8,8,0,0,56,42,63,1,15,29,17,24,17,11,11,6,6,11,33,0,0,0,0,2,0,43,9,8,9,4,5,3,2,7,6,1,1,24,6,2,6,6,4,47,27,9,0,17,0,1,0,0,0,0,0,0,0,311,67,71,159,397,95,82,200,266,5,36,190,49,270,286,94,9,250,269,360,163,42,67,6,68,10,0,0,0,0
1003_5.txt,506,0,0,0,0,0,0,8,8,8,0,0,20,29,44,0,11,27,20,18,19,8,9,6,6,4,16,0,0,0,0,0,0,28,2,4,6,3,3,3,3,3,4,1,1,9,3,2,3,8,1,24,14,0,1,5,0,0,0,0,0,0,0,0,0,171,41,41,89,217,65,44,109,145,5,25,79,40,170,156,38,7,163,164,181,103,13,39,2,38,4,0,0,0,0
1003_6.txt,950,0,0,0,0,0,0,17,18,18,0,0,39,25,57,0,19,33,24,25,12,18,18,6,8,8,21,0,0,0,0,1,0,57,15,9,11,0,4,3,12,5,13,2,4,6,2,0,6,14,1,11,23,2,0,23,0,0,0,0,0,0,0,0,0,355,93,74,191,438,116,113,196,276,6,50,152,67,351,268,61,10,272,288,357,168,34,53,0,50,5,0,0,0,0
1004_1.txt,1522,0,38,0,1,0,0,63,8,8,0,0,91,57,102,1,16,42,39,17,16,11,6,9,13,8,8,0,0,0,0,1,0,35,11,5,21,5,1,2,5,28,17,3,25,9,4,9,2,0,4,54,25,25,0,9,0,1,0,0,0,0,0,0,0,541,84,134,335,759,143,140,327,431,11,54,250,147,493,449,125,8,358,378,648,208,76,139,8,113,5,0,0,0,0
1004_2.txt,749,0,24,0,0,0,0,21,5,5,0,0,40,13,44,0,9,14,12,9,11,3,7,6,3,4,1,0,0,0,0,0,0,12,3,5,15,3,1,4,4,16,8,2,6,9,4,10,3,1,12,11,16,3,0,8,2,1,0,0,0,0,0,0,0,268,46,74,178,387,86,80,163,205,7,49,113,65,220,230,48,5,181,211,252,89,33,56,3,68,8,0,0,0,0
1004_3.txt,742,0,10,0,0,0,0,26,5,5,0,0,47,28,52,0,13,23,8,3,3,6,5,6,5,2,1,0,0,0,0,0,0,23,12,12,1,3,4,5,5,7,10,1,4,10,6,3,5,1,0,25,14,1,0,20,0,2,0,0,0,0,0,0,0,307,37,69,146,356,75,65,149,220,9,44,126,61,261,211,40,3,174,177,315,104,26,80,2,44,8,0,0,0,0
1004_4.txt,55,0,1,0,0,0,0,0,2,2,0,0,5,5,3,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1,1,1,1,0,1,0,1,2,2,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,21,2,4,8,21,8,4,13,14,0,3,9,7,12,16,0,0,14,13,21,5,0,3,0,2,1,0,0,0,0
