247Sports_McNair_ALAvsARK_wk6,1095.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,41.0,54.0,70.0,0.0,41.0,61.0,43.0,36.0,29.0,38.0,21.0,18.0,16.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,10.0,8.0,1.0,4.0,0.0,10.0,13.0,9.0,2.0,8.0,5.0,7.0,4.0,5.0,1.0,8.0,19.0,50.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,53.0,124.0,185.0,511.0,141.0,112.0,238.0,354.0,2.0,42.0,134.0,111.0,376.0,340.0,62.0,7.0,306.0,418.0,383.0,94.0,73.0,65.0,9.0,67.0,6.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Mcnair_ALAvsLOU_wk1,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,20.0,33.0,1.0,19.0,30.0,21.0,9.0,12.0,13.0,6.0,7.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,15.0,7.0,1.0,0.0,1.0,4.0,3.0,9.0,1.0,10.0,4.0,3.0,3.0,3.0,1.0,1.0,18.0,28.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,36.0,64.0,93.0,296.0,60.0,53.0,104.0,194.0,1.0,27.0,82.0,66.0,224.0,173.0,30.0,5.0,182.0,193.0,200.0,67.0,34.0,38.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Mcnair_ALAvsLOU_wk5,1162.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,47.0,60.0,67.0,0.0,31.0,49.0,34.0,21.0,30.0,29.0,19.0,13.0,13.0,24.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,35.0,14.0,15.0,14.0,4.0,3.0,0.0,11.0,9.0,13.0,3.0,16.0,5.0,7.0,3.0,2.0,0.0,3.0,23.0,54.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,66.0,142.0,228.0,533.0,147.0,102.0,239.0,402.0,2.0,36.0,142.0,124.0,431.0,386.0,77.0,11.0,301.0,417.0,427.0,126.0,54.0,80.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Mcnair_ALAvsOLE_wk3,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,75.0,23.0,70.0,0.0,17.0,37.0,30.0,19.0,25.0,30.0,15.0,14.0,10.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,10.0,6.0,7.0,2.0,0.0,1.0,5.0,3.0,1.0,3.0,15.0,3.0,16.0,2.0,0.0,16.0,16.0,32.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,61.0,103.0,124.0,506.0,103.0,110.0,160.0,322.0,2.0,31.0,157.0,98.0,279.0,214.0,110.0,3.0,186.0,320.0,300.0,85.0,41.0,38.0,10.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Mcnair_ALAvsTEX_wk4,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,8.0,16.0,0.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,20.0,33.0,51.0,163.0,12.0,25.0,64.0,72.0,1.0,18.0,32.0,24.0,85.0,88.0,27.0,1.0,67.0,65.0,107.0,30.0,10.0,26.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Potter_ALAvsARK_wk2,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,35.0,7.0,32.0,0.0,3.0,5.0,6.0,3.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,4.0,0.0,1.0,0.0,9.0,16.0,1.0,11.0,2.0,11.0,1.0,0.0,0.0,0.0,1.0,16.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,34.0,67.0,94.0,300.0,45.0,57.0,105.0,149.0,5.0,50.0,81.0,55.0,179.0,157.0,54.0,5.0,130.0,153.0,193.0,50.0,24.0,55.0,7.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Potter_ALAvsARK_wk6,1351.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,19.0,0.0,0.0,72.0,40.0,102.0,1.0,44.0,58.0,39.0,14.0,33.0,18.0,21.0,18.0,15.0,18.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,52.0,4.0,20.0,14.0,13.0,6.0,1.0,15.0,11.0,6.0,2.0,21.0,14.0,14.0,16.0,9.0,1.0,12.0,40.0,50.0,10.0,1.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,86.0,143.0,199.0,666.0,163.0,127.0,256.0,428.0,5.0,68.0,229.0,162.0,395.0,395.0,109.0,9.0,344.0,459.0,487.0,115.0,63.0,76.0,5.0,85.0,4.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Potter_ALAvsLOU_wk5,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,8.0,24.0,0.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,1.0,0.0,0.0,0.0,6.0,7.0,4.0,0.0,5.0,2.0,1.0,4.0,2.0,0.0,7.0,8.0,8.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,25.0,43.0,65.0,191.0,38.0,38.0,73.0,118.0,8.0,23.0,69.0,33.0,105.0,82.0,21.0,2.0,87.0,94.0,140.0,40.0,15.0,28.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Potter_ALAvsOLE_wk3,610.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,38.0,4.0,45.0,0.0,3.0,11.0,4.0,3.0,3.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,4.0,5.0,1.0,0.0,0.0,7.0,2.0,1.0,8.0,10.0,4.0,6.0,2.0,0.0,5.0,14.0,19.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,41.0,81.0,92.0,366.0,69.0,73.0,146.0,156.0,5.0,29.0,133.0,27.0,180.0,192.0,57.0,7.0,155.0,162.0,219.0,65.0,47.0,41.0,4.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,
247Sports_Potter_ALAvsTEX_wk4,891.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,39.0,53.0,40.0,0.0,17.0,27.0,16.0,17.0,11.0,10.0,7.0,6.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,11.0,5.0,2.0,5.0,0.0,15.0,7.0,4.0,4.0,2.0,16.0,2.0,1.0,3.0,0.0,7.0,10.0,27.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,55.0,105.0,201.0,434.0,115.0,90.0,171.0,281.0,4.0,51.0,137.0,78.0,296.0,281.0,70.0,10.0,250.0,249.0,314.0,100.0,42.0,64.0,12.0,69.0,6.0,0.0,0.0,0.0,0.0,0.0,
